"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"GRC","AIREMISSION","CO","THND_TONNE","A","2012",504.007,
"GRC","AIREMISSION","CO","THND_TONNE","A","2013",417.793,
"GRC","AIREMISSION","CO","THND_TONNE","A","2014",417.175,
"GRC","AIREMISSION","CO","THND_TONNE","A","2015",396.888,
"GRC","AIREMISSION","CO","THND_TONNE","A","2016",352.021,
"GRC","AIREMISSION","CO","THND_TONNE","A","2017",366.497,
"GRC","AIREMISSION","NOX","THND_TONNE","A","1990",407.835,
"GRC","AIREMISSION","NOX","THND_TONNE","A","1991",407.85,
"GRC","AIREMISSION","NOX","THND_TONNE","A","1992",415.361,
"GRC","AIREMISSION","NOX","THND_TONNE","A","1993",406.16,
"GRC","AIREMISSION","NOX","THND_TONNE","A","1994",414.162,
"GRC","AIREMISSION","NOX","THND_TONNE","A","1995",400.805,
"GRC","AIREMISSION","NOX","THND_TONNE","A","1996",407.411,
"GRC","AIREMISSION","NOX","THND_TONNE","A","1997",422.844,
"GRC","AIREMISSION","NOX","THND_TONNE","A","1998",452.459,
"GRC","AIREMISSION","NOX","THND_TONNE","A","1999",446.555,
"GRC","AIREMISSION","NOX","THND_TONNE","A","2000",429.613,
"GRC","AIREMISSION","NOX","THND_TONNE","A","2001",456.854,
"GRC","AIREMISSION","NOX","THND_TONNE","A","2002",450.86,
"GRC","AIREMISSION","NOX","THND_TONNE","A","2003",460.654,
"GRC","AIREMISSION","NOX","THND_TONNE","A","2004",465.226,
"GRC","AIREMISSION","NOX","THND_TONNE","A","2005",482.817,
"GRC","AIREMISSION","NOX","THND_TONNE","A","2006",486.195,
"GRC","AIREMISSION","NOX","THND_TONNE","A","2007",483.865,
"GRC","AIREMISSION","NOX","THND_TONNE","A","2008",456.858,
"GRC","AIREMISSION","NOX","THND_TONNE","A","2009",440.84,
"GRC","AIREMISSION","NOX","THND_TONNE","A","2010",365.511,
"GRC","AIREMISSION","NOX","THND_TONNE","A","2011",327.481,
"GRC","AIREMISSION","NOX","THND_TONNE","A","2012",287.674,
"GRC","AIREMISSION","NOX","THND_TONNE","A","2013",273.561,
"GRC","AIREMISSION","NOX","THND_TONNE","A","2014",269.402,
"GRC","AIREMISSION","NOX","THND_TONNE","A","2015",264.389,
"GRC","AIREMISSION","NOX","THND_TONNE","A","2016",264.175,
"GRC","AIREMISSION","NOX","THND_TONNE","A","2017",269.762,
"GRC","AIREMISSION","SOX","THND_TONNE","A","1990",483.596,
"GRC","AIREMISSION","SOX","THND_TONNE","A","1991",478.431,
"GRC","AIREMISSION","SOX","THND_TONNE","A","1992",491.863,
"GRC","AIREMISSION","SOX","THND_TONNE","A","1993",487.226,
"GRC","AIREMISSION","SOX","THND_TONNE","A","1994",499.878,
"GRC","AIREMISSION","SOX","THND_TONNE","A","1995",491.943,
"GRC","AIREMISSION","SOX","THND_TONNE","A","1996",492.306,
"GRC","AIREMISSION","SOX","THND_TONNE","A","1997",517.684,
"GRC","AIREMISSION","SOX","THND_TONNE","A","1998",526.176,
"GRC","AIREMISSION","SOX","THND_TONNE","A","1999",508.696,
"GRC","AIREMISSION","SOX","THND_TONNE","A","2000",531.566,
"GRC","AIREMISSION","SOX","THND_TONNE","A","2001",536.686,
"GRC","AIREMISSION","SOX","THND_TONNE","A","2002",525.021,
"GRC","AIREMISSION","SOX","THND_TONNE","A","2003",532.233,
"GRC","AIREMISSION","SOX","THND_TONNE","A","2004",528.411,
"GRC","AIREMISSION","SOX","THND_TONNE","A","2005",549.367,
"GRC","AIREMISSION","SOX","THND_TONNE","A","2006",504.889,
"GRC","AIREMISSION","SOX","THND_TONNE","A","2007",490.622,
"GRC","AIREMISSION","SOX","THND_TONNE","A","2008",423.166,
"GRC","AIREMISSION","SOX","THND_TONNE","A","2009",352.298,
"GRC","AIREMISSION","SOX","THND_TONNE","A","2010",205.021,
"GRC","AIREMISSION","SOX","THND_TONNE","A","2011",146.217,
"GRC","AIREMISSION","SOX","THND_TONNE","A","2012",119.856,
"GRC","AIREMISSION","SOX","THND_TONNE","A","2013",105.682,
"GRC","AIREMISSION","SOX","THND_TONNE","A","2014",89.128,
"GRC","AIREMISSION","SOX","THND_TONNE","A","2015",83.634,
"GRC","AIREMISSION","SOX","THND_TONNE","A","2016",60.508,
"GRC","AIREMISSION","SOX","THND_TONNE","A","2017",69.136,
"GRC","AIREMISSION","VOC","THND_TONNE","A","1990",306.937,
"GRC","AIREMISSION","VOC","THND_TONNE","A","1991",309.176,
"GRC","AIREMISSION","VOC","THND_TONNE","A","1992",305.137,
"GRC","AIREMISSION","VOC","THND_TONNE","A","1993",304.666,
"GRC","AIREMISSION","VOC","THND_TONNE","A","1994",305.956,
"GRC","AIREMISSION","VOC","THND_TONNE","A","1995",294.763,
"GRC","AIREMISSION","VOC","THND_TONNE","A","1996",300.594,
"GRC","AIREMISSION","VOC","THND_TONNE","A","1997",298.531,
"GRC","AIREMISSION","VOC","THND_TONNE","A","1998",304.324,
"GRC","AIREMISSION","VOC","THND_TONNE","A","1999",307.888,
"GRC","AIREMISSION","VOC","THND_TONNE","A","2000",302.068,
"GRC","AIREMISSION","VOC","THND_TONNE","A","2001",299.16,
"GRC","AIREMISSION","VOC","THND_TONNE","A","2002",310.626,
"GRC","AIREMISSION","VOC","THND_TONNE","A","2003",322.074,
"GRC","AIREMISSION","VOC","THND_TONNE","A","2004",333.981,
"GRC","AIREMISSION","VOC","THND_TONNE","A","2005",325.743,
"GRC","AIREMISSION","VOC","THND_TONNE","A","2006",303.266,
"GRC","AIREMISSION","VOC","THND_TONNE","A","2007",279.685,
"GRC","AIREMISSION","VOC","THND_TONNE","A","2008",257.53,
"GRC","AIREMISSION","VOC","THND_TONNE","A","2009",249.103,
"GRC","AIREMISSION","VOC","THND_TONNE","A","2010",218.676,
"GRC","AIREMISSION","VOC","THND_TONNE","A","2011",200.218,
"GRC","AIREMISSION","VOC","THND_TONNE","A","2012",190.829,
"GRC","AIREMISSION","VOC","THND_TONNE","A","2013",173.751,
"GRC","AIREMISSION","VOC","THND_TONNE","A","2014",168.966,
"GRC","AIREMISSION","VOC","THND_TONNE","A","2015",162.266,
"GRC","AIREMISSION","VOC","THND_TONNE","A","2016",154.931,
"GRC","AIREMISSION","VOC","THND_TONNE","A","2017",152.03,
"GRC","AIREMISSION","CO2","TONNE_CAP","A","1960",0.9,
"GRC","AIREMISSION","CO2","TONNE_CAP","A","1961",1,
"GRC","AIREMISSION","CO2","TONNE_CAP","A","1962",1.1,
"GRC","AIREMISSION","CO2","TONNE_CAP","A","1963",1.1,
"GRC","AIREMISSION","CO2","TONNE_CAP","A","1964",1.3,
"GRC","AIREMISSION","CO2","TONNE_CAP","A","1965",1.5,
"GRC","AIREMISSION","CO2","TONNE_CAP","A","1966",1.6,
"GRC","AIREMISSION","CO2","TONNE_CAP","A","1967",1.8,
"GRC","AIREMISSION","CO2","TONNE_CAP","A","1968",1.9,
"GRC","AIREMISSION","CO2","TONNE_CAP","A","1969",2.2,
"GRC","AIREMISSION","CO2","TONNE_CAP","A","1970",2.4,
"GRC","AIREMISSION","CO2","TONNE_CAP","A","1971",2.8,
"GRC","AIREMISSION","CO2","TONNE_CAP","A","1972",3.2,
"GRC","AIREMISSION","CO2","TONNE_CAP","A","1973",3.7,
"GRC","AIREMISSION","CO2","TONNE_CAP","A","1974",3.6,
"GRC","AIREMISSION","CO2","TONNE_CAP","A","1975",3.7,
"GRC","AIREMISSION","CO2","TONNE_CAP","A","1976",4.2,
"GRC","AIREMISSION","CO2","TONNE_CAP","A","1977",4.3,
"GRC","AIREMISSION","CO2","TONNE_CAP","A","1978",4.5,
"GRC","AIREMISSION","CO2","TONNE_CAP","A","1979",4.7,
"GRC","AIREMISSION","CO2","TONNE_CAP","A","1980",4.6,
"GRC","AIREMISSION","CO2","TONNE_CAP","A","1981",4.5,
"GRC","AIREMISSION","CO2","TONNE_CAP","A","1982",4.6,
"GRC","AIREMISSION","CO2","TONNE_CAP","A","1983",4.9,
"GRC","AIREMISSION","CO2","TONNE_CAP","A","1984",5.1,
"GRC","AIREMISSION","CO2","TONNE_CAP","A","1985",5.4,
"GRC","AIREMISSION","CO2","TONNE_CAP","A","1986",5.4,
"GRC","AIREMISSION","CO2","TONNE_CAP","A","1987",5.9,
"GRC","AIREMISSION","CO2","TONNE_CAP","A","1988",6.3,
"GRC","AIREMISSION","CO2","TONNE_CAP","A","1989",6.7,
"GRC","AIREMISSION","CO2","TONNE_CAP","A","1990",6.8,
"GRC","AIREMISSION","CO2","TONNE_CAP","A","1991",6.8,
"GRC","AIREMISSION","CO2","TONNE_CAP","A","1992",6.9,
"GRC","AIREMISSION","CO2","TONNE_CAP","A","1993",6.9,
"GRC","AIREMISSION","CO2","TONNE_CAP","A","1994",7,
"GRC","AIREMISSION","CO2","TONNE_CAP","A","1995",7.2,
"GRC","AIREMISSION","CO2","TONNE_CAP","A","1996",7.2,
"GRC","AIREMISSION","CO2","TONNE_CAP","A","1997",7.3,
"GRC","AIREMISSION","CO2","TONNE_CAP","A","1998",7.5,
"GRC","AIREMISSION","CO2","TONNE_CAP","A","1999",7.5,
"GRC","AIREMISSION","CO2","TONNE_CAP","A","2000",8.1,
"GRC","AIREMISSION","CO2","TONNE_CAP","A","2001",8.3,
"GRC","AIREMISSION","CO2","TONNE_CAP","A","2002",8.3,
"GRC","AIREMISSION","CO2","TONNE_CAP","A","2003",8.6,
"GRC","AIREMISSION","CO2","TONNE_CAP","A","2004",8.5,
"GRC","AIREMISSION","CO2","TONNE_CAP","A","2005",8.7,
"GRC","AIREMISSION","CO2","TONNE_CAP","A","2006",8.5,
"GRC","AIREMISSION","CO2","TONNE_CAP","A","2007",8.9,
"GRC","AIREMISSION","CO2","TONNE_CAP","A","2008",8.5,
"GRC","AIREMISSION","CO2","TONNE_CAP","A","2009",8.1,
"GRC","AIREMISSION","CO2","TONNE_CAP","A","2010",7.5,
"GRC","AIREMISSION","CO2","TONNE_CAP","A","2011",7.4,
"GRC","AIREMISSION","CO2","TONNE_CAP","A","2012",7,
"GRC","AIREMISSION","CO2","TONNE_CAP","A","2013",6.3,
"GRC","AIREMISSION","CO2","TONNE_CAP","A","2014",6,
"GRC","AIREMISSION","CO2","TONNE_CAP","A","2015",6,
"GRC","AIREMISSION","CO2","TONNE_CAP","A","2016",5.9,
"GRC","AIREMISSION","CO2","TONNE_CAP","A","2017",5.9,
"GRC","AIREMISSION","CO2","TONNE_CAP","A","2018",5.7,
"GRC","AIREMISSION","GHG","TONNE_CAP","A","1990",10.082,
"GRC","AIREMISSION","GHG","TONNE_CAP","A","1991",10.002,
"GRC","AIREMISSION","GHG","TONNE_CAP","A","1992",10.021,
"GRC","AIREMISSION","GHG","TONNE_CAP","A","1993",9.874,
"GRC","AIREMISSION","GHG","TONNE_CAP","A","1994",10.033,
"GRC","AIREMISSION","GHG","TONNE_CAP","A","1995",10.158,
"GRC","AIREMISSION","GHG","TONNE_CAP","A","1996",10.368,
"GRC","AIREMISSION","GHG","TONNE_CAP","A","1997",10.747,
"GRC","AIREMISSION","GHG","TONNE_CAP","A","1998",11.195,
"GRC","AIREMISSION","GHG","TONNE_CAP","A","1999",11.152,
"GRC","AIREMISSION","GHG","TONNE_CAP","A","2000",11.401,
"GRC","AIREMISSION","GHG","TONNE_CAP","A","2001",11.442,
"GRC","AIREMISSION","GHG","TONNE_CAP","A","2002",11.393,
"GRC","AIREMISSION","GHG","TONNE_CAP","A","2003",11.688,
"GRC","AIREMISSION","GHG","TONNE_CAP","A","2004",11.732,
"GRC","AIREMISSION","GHG","TONNE_CAP","A","2005",12.141,
"GRC","AIREMISSION","GHG","TONNE_CAP","A","2006",11.836,
"GRC","AIREMISSION","GHG","TONNE_CAP","A","2007",12.14,
"GRC","AIREMISSION","GHG","TONNE_CAP","A","2008",11.931,
"GRC","AIREMISSION","GHG","TONNE_CAP","A","2009",11.363,
"GRC","AIREMISSION","GHG","TONNE_CAP","A","2010",10.878,
"GRC","AIREMISSION","GHG","TONNE_CAP","A","2011",10.661,
"GRC","AIREMISSION","GHG","TONNE_CAP","A","2012",10.402,
"GRC","AIREMISSION","GHG","TONNE_CAP","A","2013",9.548,
"GRC","AIREMISSION","GHG","TONNE_CAP","A","2014",9.262,
"GRC","AIREMISSION","GHG","TONNE_CAP","A","2015",8.943,
"GRC","AIREMISSION","GHG","TONNE_CAP","A","2016",8.638,
"GRC","AIREMISSION","GHG","TONNE_CAP","A","2017",9.028,
"GRC","AIREMISSION","GHG","THND_TONNECO2","A","1990",103101.313,
"GRC","AIREMISSION","GHG","THND_TONNECO2","A","1991",103172.44,
"GRC","AIREMISSION","GHG","THND_TONNECO2","A","1992",104423.089,
"GRC","AIREMISSION","GHG","THND_TONNECO2","A","1993",104013.095,
"GRC","AIREMISSION","GHG","THND_TONNECO2","A","1994",106804.211,
"GRC","AIREMISSION","GHG","THND_TONNECO2","A","1995",109155.968,
"GRC","AIREMISSION","GHG","THND_TONNECO2","A","1996",112302.557,
"GRC","AIREMISSION","GHG","THND_TONNECO2","A","1997",117213.485,
"GRC","AIREMISSION","GHG","THND_TONNECO2","A","1998",122812.01,
"GRC","AIREMISSION","GHG","THND_TONNECO2","A","1999",122983.42,
"GRC","AIREMISSION","GHG","THND_TONNECO2","A","2000",126346.422,
"GRC","AIREMISSION","GHG","THND_TONNECO2","A","2001",127398.953,
"GRC","AIREMISSION","GHG","THND_TONNECO2","A","2002",127395.403,
"GRC","AIREMISSION","GHG","THND_TONNECO2","A","2003",131131.716,
"GRC","AIREMISSION","GHG","THND_TONNECO2","A","2004",131814.31,
"GRC","AIREMISSION","GHG","THND_TONNECO2","A","2005",136281.248,
"GRC","AIREMISSION","GHG","THND_TONNECO2","A","2006",132390.972,
"GRC","AIREMISSION","GHG","THND_TONNECO2","A","2007",134996.582,
"GRC","AIREMISSION","GHG","THND_TONNECO2","A","2008",131716.461,
"GRC","AIREMISSION","GHG","THND_TONNECO2","A","2009",124534.99,
"GRC","AIREMISSION","GHG","THND_TONNECO2","A","2010",118436.486,
"GRC","AIREMISSION","GHG","THND_TONNECO2","A","2011",115453.96,
"GRC","AIREMISSION","GHG","THND_TONNECO2","A","2012",112146.281,
"GRC","AIREMISSION","GHG","THND_TONNECO2","A","2013",102546.572,
"GRC","AIREMISSION","GHG","THND_TONNECO2","A","2014",99113.106,
"GRC","AIREMISSION","GHG","THND_TONNECO2","A","2015",95330.374,
"GRC","AIREMISSION","GHG","THND_TONNECO2","A","2016",91697.733,
"GRC","AIREMISSION","GHG","THND_TONNECO2","A","2017",95420.782,
"GRC","AIREMISSION","CO","KG_CAP","A","1990",107.369,
"GRC","AIREMISSION","CO","KG_CAP","A","1991",105.949,
"GRC","AIREMISSION","CO","KG_CAP","A","1992",100.055,
"GRC","AIREMISSION","CO","KG_CAP","A","1993",98.827,
"GRC","AIREMISSION","CO","KG_CAP","A","1994",95.861,
"GRC","AIREMISSION","CO","KG_CAP","A","1995",86.471,
"GRC","AIREMISSION","CO","KG_CAP","A","1996",85.907,
"GRC","AIREMISSION","CO","KG_CAP","A","1997",84.882,
"GRC","AIREMISSION","CO","KG_CAP","A","1998",84.423,
"GRC","AIREMISSION","CO","KG_CAP","A","1999",84.145,
"GRC","AIREMISSION","CO","KG_CAP","A","2000",79.299,
"GRC","AIREMISSION","CO","KG_CAP","A","2001",78.881,
"GRC","AIREMISSION","CO","KG_CAP","A","2002",73.044,
"GRC","AIREMISSION","CO","KG_CAP","A","2003",69.44,
"GRC","AIREMISSION","CO","KG_CAP","A","2004",68.78,
"GRC","AIREMISSION","CO","KG_CAP","A","2005",63.943,
"GRC","AIREMISSION","CO","KG_CAP","A","2006",66.081,
"GRC","AIREMISSION","CO","KG_CAP","A","2007",60.555,
"GRC","AIREMISSION","CO","KG_CAP","A","2008",57.116,
"GRC","AIREMISSION","CO","KG_CAP","A","2009",52.547,
"GRC","AIREMISSION","CO","KG_CAP","A","2010",47.943,
"GRC","AIREMISSION","CO","KG_CAP","A","2011",44.087,
"GRC","AIREMISSION","CO","KG_CAP","A","2012",46.749,
"GRC","AIREMISSION","CO","KG_CAP","A","2013",38.899,
"GRC","AIREMISSION","CO","KG_CAP","A","2014",38.983,
"GRC","AIREMISSION","CO","KG_CAP","A","2015",37.232,
"GRC","AIREMISSION","CO","KG_CAP","A","2016",33.162,
"GRC","AIREMISSION","CO","KG_CAP","A","2017",34.675,
"GRC","AIREMISSION","NOX","KG_CAP","A","1990",39.882,
"GRC","AIREMISSION","NOX","KG_CAP","A","1991",39.539,
"GRC","AIREMISSION","NOX","KG_CAP","A","1992",39.861,
"GRC","AIREMISSION","NOX","KG_CAP","A","1993",38.558,
"GRC","AIREMISSION","NOX","KG_CAP","A","1994",38.907,
"GRC","AIREMISSION","NOX","KG_CAP","A","1995",37.3,
"GRC","AIREMISSION","NOX","KG_CAP","A","1996",37.611,
"GRC","AIREMISSION","NOX","KG_CAP","A","1997",38.771,
"GRC","AIREMISSION","NOX","KG_CAP","A","1998",41.245,
"GRC","AIREMISSION","NOX","KG_CAP","A","1999",40.493,
"GRC","AIREMISSION","NOX","KG_CAP","A","2000",38.766,
"GRC","AIREMISSION","NOX","KG_CAP","A","2001",41.031,
"GRC","AIREMISSION","NOX","KG_CAP","A","2002",40.319,
"GRC","AIREMISSION","NOX","KG_CAP","A","2003",41.061,
"GRC","AIREMISSION","NOX","KG_CAP","A","2004",41.409,
"GRC","AIREMISSION","NOX","KG_CAP","A","2005",43.013,
"GRC","AIREMISSION","NOX","KG_CAP","A","2006",43.468,
"GRC","AIREMISSION","NOX","KG_CAP","A","2007",43.512,
"GRC","AIREMISSION","NOX","KG_CAP","A","2008",41.381,
"GRC","AIREMISSION","NOX","KG_CAP","A","2009",40.225,
"GRC","AIREMISSION","NOX","KG_CAP","A","2010",33.571,
"GRC","AIREMISSION","NOX","KG_CAP","A","2011",30.241,
"GRC","AIREMISSION","NOX","KG_CAP","A","2012",26.683,
"GRC","AIREMISSION","NOX","KG_CAP","A","2013",25.47,
"GRC","AIREMISSION","NOX","KG_CAP","A","2014",25.174,
"GRC","AIREMISSION","NOX","KG_CAP","A","2015",24.803,
"GRC","AIREMISSION","NOX","KG_CAP","A","2016",24.887,
"GRC","AIREMISSION","NOX","KG_CAP","A","2017",25.523,
"GRC","AIREMISSION","SOX","KG_CAP","A","1990",47.291,
"GRC","AIREMISSION","SOX","KG_CAP","A","1991",46.382,
"GRC","AIREMISSION","SOX","KG_CAP","A","1992",47.203,
"GRC","AIREMISSION","SOX","KG_CAP","A","1993",46.254,
"GRC","AIREMISSION","SOX","KG_CAP","A","1994",46.959,
"GRC","AIREMISSION","SOX","KG_CAP","A","1995",45.781,
"GRC","AIREMISSION","SOX","KG_CAP","A","1996",45.449,
"GRC","AIREMISSION","SOX","KG_CAP","A","1997",47.467,
"GRC","AIREMISSION","SOX","KG_CAP","A","1998",47.964,
"GRC","AIREMISSION","SOX","KG_CAP","A","1999",46.128,
"GRC","AIREMISSION","SOX","KG_CAP","A","2000",47.966,
"GRC","AIREMISSION","SOX","KG_CAP","A","2001",48.2,
"GRC","AIREMISSION","SOX","KG_CAP","A","2002",46.951,
"GRC","AIREMISSION","SOX","KG_CAP","A","2003",47.441,
"GRC","AIREMISSION","SOX","KG_CAP","A","2004",47.033,
"GRC","AIREMISSION","SOX","KG_CAP","A","2005",48.942,
"GRC","AIREMISSION","SOX","KG_CAP","A","2006",45.139,
"GRC","AIREMISSION","SOX","KG_CAP","A","2007",44.119,
"GRC","AIREMISSION","SOX","KG_CAP","A","2008",38.329,
"GRC","AIREMISSION","SOX","KG_CAP","A","2009",32.146,
"GRC","AIREMISSION","SOX","KG_CAP","A","2010",18.831,
"GRC","AIREMISSION","SOX","KG_CAP","A","2011",13.502,
"GRC","AIREMISSION","SOX","KG_CAP","A","2012",11.117,
"GRC","AIREMISSION","SOX","KG_CAP","A","2013",9.84,
"GRC","AIREMISSION","SOX","KG_CAP","A","2014",8.329,
"GRC","AIREMISSION","SOX","KG_CAP","A","2015",7.846,
"GRC","AIREMISSION","SOX","KG_CAP","A","2016",5.7,
"GRC","AIREMISSION","SOX","KG_CAP","A","2017",6.541,
"GRC","AIREMISSION","VOC","KG_CAP","A","1990",30.015,
"GRC","AIREMISSION","VOC","KG_CAP","A","1991",29.973,
"GRC","AIREMISSION","VOC","KG_CAP","A","1992",29.283,
"GRC","AIREMISSION","VOC","KG_CAP","A","1993",28.923,
"GRC","AIREMISSION","VOC","KG_CAP","A","1994",28.742,
"GRC","AIREMISSION","VOC","KG_CAP","A","1995",27.431,
"GRC","AIREMISSION","VOC","KG_CAP","A","1996",27.75,
"GRC","AIREMISSION","VOC","KG_CAP","A","1997",27.372,
"GRC","AIREMISSION","VOC","KG_CAP","A","1998",27.741,
"GRC","AIREMISSION","VOC","KG_CAP","A","1999",27.919,
"GRC","AIREMISSION","VOC","KG_CAP","A","2000",27.257,
"GRC","AIREMISSION","VOC","KG_CAP","A","2001",26.868,
"GRC","AIREMISSION","VOC","KG_CAP","A","2002",27.778,
"GRC","AIREMISSION","VOC","KG_CAP","A","2003",28.708,
"GRC","AIREMISSION","VOC","KG_CAP","A","2004",29.727,
"GRC","AIREMISSION","VOC","KG_CAP","A","2005",29.02,
"GRC","AIREMISSION","VOC","KG_CAP","A","2006",27.113,
"GRC","AIREMISSION","VOC","KG_CAP","A","2007",25.151,
"GRC","AIREMISSION","VOC","KG_CAP","A","2008",23.326,
"GRC","AIREMISSION","VOC","KG_CAP","A","2009",22.73,
"GRC","AIREMISSION","VOC","KG_CAP","A","2010",20.085,
"GRC","AIREMISSION","VOC","KG_CAP","A","2011",18.489,
"GRC","AIREMISSION","VOC","KG_CAP","A","2012",17.7,
"GRC","AIREMISSION","VOC","KG_CAP","A","2013",16.177,
"GRC","AIREMISSION","VOC","KG_CAP","A","2014",15.789,
"GRC","AIREMISSION","VOC","KG_CAP","A","2015",15.222,
"GRC","AIREMISSION","VOC","KG_CAP","A","2016",14.595,
"GRC","AIREMISSION","VOC","KG_CAP","A","2017",14.384,
"HUN","AIREMISSION","CO2","MLN_TONNE","A","1960",,"L"
"HUN","AIREMISSION","CO2","MLN_TONNE","A","1961",,"L"
"HUN","AIREMISSION","CO2","MLN_TONNE","A","1962",,"L"
"HUN","AIREMISSION","CO2","MLN_TONNE","A","1963",,"L"
"HUN","AIREMISSION","CO2","MLN_TONNE","A","1964",,"L"
"HUN","AIREMISSION","CO2","MLN_TONNE","A","1965",51.094843,
"HUN","AIREMISSION","CO2","MLN_TONNE","A","1966",52.19766,
"HUN","AIREMISSION","CO2","MLN_TONNE","A","1967",52.40163,
"HUN","AIREMISSION","CO2","MLN_TONNE","A","1968",52.853652,
"HUN","AIREMISSION","CO2","MLN_TONNE","A","1969",55.010416,
"HUN","AIREMISSION","CO2","MLN_TONNE","A","1970",58.607794,
"HUN","AIREMISSION","CO2","MLN_TONNE","A","1971",60.253993,
"HUN","AIREMISSION","CO2","MLN_TONNE","A","1972",62.096771,
"HUN","AIREMISSION","CO2","MLN_TONNE","A","1973",66.405318,
"HUN","AIREMISSION","CO2","MLN_TONNE","A","1974",68.758533,
"HUN","AIREMISSION","CO2","MLN_TONNE","A","1975",70.172709,
"HUN","AIREMISSION","CO2","MLN_TONNE","A","1976",73.341083,
"HUN","AIREMISSION","CO2","MLN_TONNE","A","1977",76.925831,
"HUN","AIREMISSION","CO2","MLN_TONNE","A","1978",84.813745,
"HUN","AIREMISSION","CO2","MLN_TONNE","A","1979",83.386443,
"HUN","AIREMISSION","CO2","MLN_TONNE","A","1980",82.613644,
"HUN","AIREMISSION","CO2","MLN_TONNE","A","1981",81.711327,
"HUN","AIREMISSION","CO2","MLN_TONNE","A","1982",82.055388,
"HUN","AIREMISSION","CO2","MLN_TONNE","A","1983",78.436297,
"HUN","AIREMISSION","CO2","MLN_TONNE","A","1984",80.477088,
"HUN","AIREMISSION","CO2","MLN_TONNE","A","1985",79.755472,
"HUN","AIREMISSION","CO2","MLN_TONNE","A","1986",78.257251,
"HUN","AIREMISSION","CO2","MLN_TONNE","A","1987",79.11138,
"HUN","AIREMISSION","CO2","MLN_TONNE","A","1988",74.451866,
"HUN","AIREMISSION","CO2","MLN_TONNE","A","1989",72.969751,
"HUN","AIREMISSION","CO2","MLN_TONNE","A","1990",65.669979,
"HUN","AIREMISSION","CO2","MLN_TONNE","A","1991",63.450196,
"HUN","AIREMISSION","CO2","MLN_TONNE","A","1992",57.143078,
"HUN","AIREMISSION","CO2","MLN_TONNE","A","1993",57.360438,
"HUN","AIREMISSION","CO2","MLN_TONNE","A","1994",56.603263,
"HUN","AIREMISSION","CO2","MLN_TONNE","A","1995",56.245319,
"HUN","AIREMISSION","CO2","MLN_TONNE","A","1996",57.343904,
"HUN","AIREMISSION","CO2","MLN_TONNE","A","1997",55.81608,
"HUN","AIREMISSION","CO2","MLN_TONNE","A","1998",56.131297,
"HUN","AIREMISSION","CO2","MLN_TONNE","A","1999",56.686536,
"HUN","AIREMISSION","CO2","MLN_TONNE","A","2000",53.280264,
"HUN","AIREMISSION","CO2","MLN_TONNE","A","2001",54.923444,
"HUN","AIREMISSION","CO2","MLN_TONNE","A","2002",54.17392,
"HUN","AIREMISSION","CO2","MLN_TONNE","A","2003",56.774935,
"HUN","AIREMISSION","CO2","MLN_TONNE","A","2004",55.060802,
"HUN","AIREMISSION","CO2","MLN_TONNE","A","2005",54.722182,
"HUN","AIREMISSION","CO2","MLN_TONNE","A","2006",54.161519,
"HUN","AIREMISSION","CO2","MLN_TONNE","A","2007",52.522404,
"HUN","AIREMISSION","CO2","MLN_TONNE","A","2008",51.753214,
"HUN","AIREMISSION","CO2","MLN_TONNE","A","2009",46.866409,
"HUN","AIREMISSION","CO2","MLN_TONNE","A","2010",47.145132,
"HUN","AIREMISSION","CO2","MLN_TONNE","A","2011",46.343688,
"HUN","AIREMISSION","CO2","MLN_TONNE","A","2012",42.748798,
"HUN","AIREMISSION","CO2","MLN_TONNE","A","2013",40.246668,
"HUN","AIREMISSION","CO2","MLN_TONNE","A","2014",40.059463,
"HUN","AIREMISSION","CO2","MLN_TONNE","A","2015",42.708351,
"HUN","AIREMISSION","CO2","MLN_TONNE","A","2016",43.777954,
"HUN","AIREMISSION","CO2","MLN_TONNE","A","2017",45.783636,
"HUN","AIREMISSION","CO2","MLN_TONNE","A","2018",45.852094,
"HUN","AIREMISSION","CO","THND_TONNE","A","1990",1412.825,
"HUN","AIREMISSION","CO","THND_TONNE","A","1991",1304.714,
"HUN","AIREMISSION","CO","THND_TONNE","A","1992",1034.185,
"HUN","AIREMISSION","CO","THND_TONNE","A","1993",1118.705,
"HUN","AIREMISSION","CO","THND_TONNE","A","1994",994.103,
"HUN","AIREMISSION","CO","THND_TONNE","A","1995",963.625,
"HUN","AIREMISSION","CO","THND_TONNE","A","1996",933.75,
"HUN","AIREMISSION","CO","THND_TONNE","A","1997",883.243,
"HUN","AIREMISSION","CO","THND_TONNE","A","1998",809.709,
"HUN","AIREMISSION","CO","THND_TONNE","A","1999",785.943,
"HUN","AIREMISSION","CO","THND_TONNE","A","2000",829.458,
"HUN","AIREMISSION","CO","THND_TONNE","A","2001",839.001,
"HUN","AIREMISSION","CO","THND_TONNE","A","2002",691.076,
"HUN","AIREMISSION","CO","THND_TONNE","A","2003",816.641,
"HUN","AIREMISSION","CO","THND_TONNE","A","2004",749.819,
"HUN","AIREMISSION","CO","THND_TONNE","A","2005",681.731,
"HUN","AIREMISSION","CO","THND_TONNE","A","2006",581.683,
"HUN","AIREMISSION","CO","THND_TONNE","A","2007",539.222,
"HUN","AIREMISSION","CO","THND_TONNE","A","2008",480.371,
