"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"CAN","CROPYIELD","RICE","TONNE_HA","A","2013",0,
"CAN","CROPYIELD","RICE","TONNE_HA","A","2014",0,
"CAN","CROPYIELD","RICE","TONNE_HA","A","2015",0,
"CAN","CROPYIELD","RICE","TONNE_HA","A","2016",0,
"CAN","CROPYIELD","RICE","TONNE_HA","A","2017",0,
"CAN","CROPYIELD","RICE","TONNE_HA","A","2018",0,
"CAN","CROPYIELD","RICE","TONNE_HA","A","2019",0,
"CAN","CROPYIELD","RICE","TONNE_HA","A","2020",0,
"CAN","CROPYIELD","RICE","TONNE_HA","A","2021",0,
"CAN","CROPYIELD","RICE","TONNE_HA","A","2022",0,
"CAN","CROPYIELD","RICE","TONNE_HA","A","2023",0,
"CAN","CROPYIELD","RICE","TONNE_HA","A","2024",0,
"CAN","CROPYIELD","RICE","TONNE_HA","A","2025",0,
"CAN","CROPYIELD","RICE","TONNE_HA","A","2026",0,
"CAN","CROPYIELD","RICE","TONNE_HA","A","2027",0,
"CAN","CROPYIELD","RICE","TONNE_HA","A","2028",0,
"CAN","CROPYIELD","RICE","TONNE_HA","A","2029",0,
"CAN","CROPYIELD","WHEAT","TONNE_HA","A","1990",2.277,
"CAN","CROPYIELD","WHEAT","TONNE_HA","A","1991",2.256,
"CAN","CROPYIELD","WHEAT","TONNE_HA","A","1992",2.16,
"CAN","CROPYIELD","WHEAT","TONNE_HA","A","1993",2.2,
"CAN","CROPYIELD","WHEAT","TONNE_HA","A","1994",2.127,
"CAN","CROPYIELD","WHEAT","TONNE_HA","A","1995",2.247,
"CAN","CROPYIELD","WHEAT","TONNE_HA","A","1996",2.43,
"CAN","CROPYIELD","WHEAT","TONNE_HA","A","1997",2.129,
"CAN","CROPYIELD","WHEAT","TONNE_HA","A","1998",2.255,
"CAN","CROPYIELD","WHEAT","TONNE_HA","A","1999",2.597,
"CAN","CROPYIELD","WHEAT","TONNE_HA","A","2000",2.445,
"CAN","CROPYIELD","WHEAT","TONNE_HA","A","2001",1.945,
"CAN","CROPYIELD","WHEAT","TONNE_HA","A","2002",1.832,
"CAN","CROPYIELD","WHEAT","TONNE_HA","A","2003",2.257,
"CAN","CROPYIELD","WHEAT","TONNE_HA","A","2004",2.641,
"CAN","CROPYIELD","WHEAT","TONNE_HA","A","2005",2.738,
"CAN","CROPYIELD","WHEAT","TONNE_HA","A","2006",2.61,
"CAN","CROPYIELD","WHEAT","TONNE_HA","A","2007",2.332,
"CAN","CROPYIELD","WHEAT","TONNE_HA","A","2008",2.858,
"CAN","CROPYIELD","WHEAT","TONNE_HA","A","2009",2.79,
"CAN","CROPYIELD","WHEAT","TONNE_HA","A","2010",2.809,
"CAN","CROPYIELD","WHEAT","TONNE_HA","A","2011",2.957,
"CAN","CROPYIELD","WHEAT","TONNE_HA","A","2012",2.874,
"CAN","CROPYIELD","WHEAT","TONNE_HA","A","2013",3.598,
"CAN","CROPYIELD","WHEAT","TONNE_HA","A","2014",3.082,
"CAN","CROPYIELD","WHEAT","TONNE_HA","A","2015",2.893,
"CAN","CROPYIELD","WHEAT","TONNE_HA","A","2016",3.581,
"CAN","CROPYIELD","WHEAT","TONNE_HA","A","2017",3.382,
"CAN","CROPYIELD","WHEAT","TONNE_HA","A","2018",3.259,
"CAN","CROPYIELD","WHEAT","TONNE_HA","A","2019",3.348,
"CAN","CROPYIELD","WHEAT","TONNE_HA","A","2020",3.329,
"CAN","CROPYIELD","WHEAT","TONNE_HA","A","2021",3.363,
"CAN","CROPYIELD","WHEAT","TONNE_HA","A","2022",3.396,
"CAN","CROPYIELD","WHEAT","TONNE_HA","A","2023",3.43,
"CAN","CROPYIELD","WHEAT","TONNE_HA","A","2024",3.465,
"CAN","CROPYIELD","WHEAT","TONNE_HA","A","2025",3.5,
"CAN","CROPYIELD","WHEAT","TONNE_HA","A","2026",3.535,
"CAN","CROPYIELD","WHEAT","TONNE_HA","A","2027",3.57,
"CAN","CROPYIELD","WHEAT","TONNE_HA","A","2028",3.606,
"CAN","CROPYIELD","WHEAT","TONNE_HA","A","2029",3.642,
"JPN","CROPYIELD","RICE","TONNE_HA","A","1990",4.586,
"JPN","CROPYIELD","RICE","TONNE_HA","A","1991",4.247,
"JPN","CROPYIELD","RICE","TONNE_HA","A","1992",4.549,
"JPN","CROPYIELD","RICE","TONNE_HA","A","1993",3.318,
"JPN","CROPYIELD","RICE","TONNE_HA","A","1994",4.907,
"JPN","CROPYIELD","RICE","TONNE_HA","A","1995",4.598,
"JPN","CROPYIELD","RICE","TONNE_HA","A","1996",4.74,
"JPN","CROPYIELD","RICE","TONNE_HA","A","1997",4.651,
"JPN","CROPYIELD","RICE","TONNE_HA","A","1998",4.507,
"JPN","CROPYIELD","RICE","TONNE_HA","A","1999",4.649,
"JPN","CROPYIELD","RICE","TONNE_HA","A","2000",4.858,
"JPN","CROPYIELD","RICE","TONNE_HA","A","2001",4.81,
"JPN","CROPYIELD","RICE","TONNE_HA","A","2002",4.771,
"JPN","CROPYIELD","RICE","TONNE_HA","A","2003",4.24,
"JPN","CROPYIELD","RICE","TONNE_HA","A","2004",4.65,
"JPN","CROPYIELD","RICE","TONNE_HA","A","2005",4.819,
"JPN","CROPYIELD","RICE","TONNE_HA","A","2006",4.592,
"JPN","CROPYIELD","RICE","TONNE_HA","A","2007",4.719,
"JPN","CROPYIELD","RICE","TONNE_HA","A","2008",4.913,
"JPN","CROPYIELD","RICE","TONNE_HA","A","2009",4.728,
"JPN","CROPYIELD","RICE","TONNE_HA","A","2010",4.76,
"JPN","CROPYIELD","RICE","TONNE_HA","A","2011",4.924,
"JPN","CROPYIELD","RICE","TONNE_HA","A","2012",4.981,
"JPN","CROPYIELD","RICE","TONNE_HA","A","2013",4.94,
"JPN","CROPYIELD","RICE","TONNE_HA","A","2014",4.963,
"JPN","CROPYIELD","RICE","TONNE_HA","A","2015",5.071,
"JPN","CROPYIELD","RICE","TONNE_HA","A","2016",5.238,
"JPN","CROPYIELD","RICE","TONNE_HA","A","2017",5.148,
"JPN","CROPYIELD","RICE","TONNE_HA","A","2018",5.059,
"JPN","CROPYIELD","RICE","TONNE_HA","A","2019",5.157,
"JPN","CROPYIELD","RICE","TONNE_HA","A","2020",5.166,
"JPN","CROPYIELD","RICE","TONNE_HA","A","2021",5.296,
"JPN","CROPYIELD","RICE","TONNE_HA","A","2022",5.299,
"JPN","CROPYIELD","RICE","TONNE_HA","A","2023",5.302,
"JPN","CROPYIELD","RICE","TONNE_HA","A","2024",5.306,
"JPN","CROPYIELD","RICE","TONNE_HA","A","2025",5.31,
"JPN","CROPYIELD","RICE","TONNE_HA","A","2026",5.313,
"JPN","CROPYIELD","RICE","TONNE_HA","A","2027",5.317,
"JPN","CROPYIELD","RICE","TONNE_HA","A","2028",5.321,
"JPN","CROPYIELD","RICE","TONNE_HA","A","2029",5.324,
"JPN","CROPYIELD","WHEAT","TONNE_HA","A","1990",3.656,
"JPN","CROPYIELD","WHEAT","TONNE_HA","A","1991",3.18,
"JPN","CROPYIELD","WHEAT","TONNE_HA","A","1992",3.539,
"JPN","CROPYIELD","WHEAT","TONNE_HA","A","1993",3.475,
"JPN","CROPYIELD","WHEAT","TONNE_HA","A","1994",3.72,
"JPN","CROPYIELD","WHEAT","TONNE_HA","A","1995",2.935,
"JPN","CROPYIELD","WHEAT","TONNE_HA","A","1996",3.016,
"JPN","CROPYIELD","WHEAT","TONNE_HA","A","1997",3.638,
"JPN","CROPYIELD","WHEAT","TONNE_HA","A","1998",3.514,
"JPN","CROPYIELD","WHEAT","TONNE_HA","A","1999",3.454,
"JPN","CROPYIELD","WHEAT","TONNE_HA","A","2000",3.76,
"JPN","CROPYIELD","WHEAT","TONNE_HA","A","2001",3.555,
"JPN","CROPYIELD","WHEAT","TONNE_HA","A","2002",4.007,
"JPN","CROPYIELD","WHEAT","TONNE_HA","A","2003",4.034,
"JPN","CROPYIELD","WHEAT","TONNE_HA","A","2004",4.038,
"JPN","CROPYIELD","WHEAT","TONNE_HA","A","2005",4.089,
"JPN","CROPYIELD","WHEAT","TONNE_HA","A","2006",3.839,
"JPN","CROPYIELD","WHEAT","TONNE_HA","A","2007",4.333,
"JPN","CROPYIELD","WHEAT","TONNE_HA","A","2008",4.215,
"JPN","CROPYIELD","WHEAT","TONNE_HA","A","2009",3.237,
"JPN","CROPYIELD","WHEAT","TONNE_HA","A","2010",2.76,
"JPN","CROPYIELD","WHEAT","TONNE_HA","A","2011",3.529,
"JPN","CROPYIELD","WHEAT","TONNE_HA","A","2012",4.101,
"JPN","CROPYIELD","WHEAT","TONNE_HA","A","2013",3.863,
"JPN","CROPYIELD","WHEAT","TONNE_HA","A","2014",4.008,
"JPN","CROPYIELD","WHEAT","TONNE_HA","A","2015",4.711,
"JPN","CROPYIELD","WHEAT","TONNE_HA","A","2016",3.689,
"JPN","CROPYIELD","WHEAT","TONNE_HA","A","2017",4.272,
"JPN","CROPYIELD","WHEAT","TONNE_HA","A","2018",3.609,
"JPN","CROPYIELD","WHEAT","TONNE_HA","A","2019",4.036,
"JPN","CROPYIELD","WHEAT","TONNE_HA","A","2020",4.056,
"JPN","CROPYIELD","WHEAT","TONNE_HA","A","2021",4.076,
"JPN","CROPYIELD","WHEAT","TONNE_HA","A","2022",4.097,
"JPN","CROPYIELD","WHEAT","TONNE_HA","A","2023",4.117,
"JPN","CROPYIELD","WHEAT","TONNE_HA","A","2024",4.138,
"JPN","CROPYIELD","WHEAT","TONNE_HA","A","2025",4.158,
"JPN","CROPYIELD","WHEAT","TONNE_HA","A","2026",4.179,
"JPN","CROPYIELD","WHEAT","TONNE_HA","A","2027",4.2,
"JPN","CROPYIELD","WHEAT","TONNE_HA","A","2028",4.221,
"JPN","CROPYIELD","WHEAT","TONNE_HA","A","2029",4.242,
"KOR","CROPYIELD","RICE","TONNE_HA","A","1990",4.505,
"KOR","CROPYIELD","RICE","TONNE_HA","A","1991",4.456,
"KOR","CROPYIELD","RICE","TONNE_HA","A","1992",4.608,
"KOR","CROPYIELD","RICE","TONNE_HA","A","1993",4.182,
"KOR","CROPYIELD","RICE","TONNE_HA","A","1994",4.589,
"KOR","CROPYIELD","RICE","TONNE_HA","A","1995",4.447,
"KOR","CROPYIELD","RICE","TONNE_HA","A","1996",5.072,
"KOR","CROPYIELD","RICE","TONNE_HA","A","1997",5.178,
"KOR","CROPYIELD","RICE","TONNE_HA","A","1998",4.813,
"KOR","CROPYIELD","RICE","TONNE_HA","A","1999",4.936,
"KOR","CROPYIELD","RICE","TONNE_HA","A","2000",4.934,
"KOR","CROPYIELD","RICE","TONNE_HA","A","2001",5.092,
"KOR","CROPYIELD","RICE","TONNE_HA","A","2002",4.678,
"KOR","CROPYIELD","RICE","TONNE_HA","A","2003",4.381,
"KOR","CROPYIELD","RICE","TONNE_HA","A","2004",4.994,
"KOR","CROPYIELD","RICE","TONNE_HA","A","2005",4.867,
"KOR","CROPYIELD","RICE","TONNE_HA","A","2006",4.899,
"KOR","CROPYIELD","RICE","TONNE_HA","A","2007",4.639,
"KOR","CROPYIELD","RICE","TONNE_HA","A","2008",5.176,
"KOR","CROPYIELD","RICE","TONNE_HA","A","2009",5.318,
"KOR","CROPYIELD","RICE","TONNE_HA","A","2010",4.815,
"KOR","CROPYIELD","RICE","TONNE_HA","A","2011",4.947,
"KOR","CROPYIELD","RICE","TONNE_HA","A","2012",4.718,
"KOR","CROPYIELD","RICE","TONNE_HA","A","2013",5.08,
"KOR","CROPYIELD","RICE","TONNE_HA","A","2014",5.2,
"KOR","CROPYIELD","RICE","TONNE_HA","A","2015",5.413,
"KOR","CROPYIELD","RICE","TONNE_HA","A","2016",5.389,
"KOR","CROPYIELD","RICE","TONNE_HA","A","2017",5.264,
"KOR","CROPYIELD","RICE","TONNE_HA","A","2018",5.244,
"KOR","CROPYIELD","RICE","TONNE_HA","A","2019",5.257,
"KOR","CROPYIELD","RICE","TONNE_HA","A","2020",5.337,
"KOR","CROPYIELD","RICE","TONNE_HA","A","2021",5.439,
"KOR","CROPYIELD","RICE","TONNE_HA","A","2022",5.525,
"KOR","CROPYIELD","RICE","TONNE_HA","A","2023",5.598,
"KOR","CROPYIELD","RICE","TONNE_HA","A","2024",5.587,
"KOR","CROPYIELD","RICE","TONNE_HA","A","2025",5.587,
"KOR","CROPYIELD","RICE","TONNE_HA","A","2026",5.594,
"KOR","CROPYIELD","RICE","TONNE_HA","A","2027",5.607,
"KOR","CROPYIELD","RICE","TONNE_HA","A","2028",5.624,
"KOR","CROPYIELD","RICE","TONNE_HA","A","2029",5.839,
"KOR","CROPYIELD","WHEAT","TONNE_HA","A","1990",3.024,
"KOR","CROPYIELD","WHEAT","TONNE_HA","A","1991",3.096,
"KOR","CROPYIELD","WHEAT","TONNE_HA","A","1992",3.366,
"KOR","CROPYIELD","WHEAT","TONNE_HA","A","1993",2.711,
"KOR","CROPYIELD","WHEAT","TONNE_HA","A","1994",3.705,
"KOR","CROPYIELD","WHEAT","TONNE_HA","A","1995",4.439,
"KOR","CROPYIELD","WHEAT","TONNE_HA","A","1996",3.919,
"KOR","CROPYIELD","WHEAT","TONNE_HA","A","1997",4.044,
"KOR","CROPYIELD","WHEAT","TONNE_HA","A","1998",3.485,
"KOR","CROPYIELD","WHEAT","TONNE_HA","A","1999",3.67,
"KOR","CROPYIELD","WHEAT","TONNE_HA","A","2000",2.545,
"KOR","CROPYIELD","WHEAT","TONNE_HA","A","2001",3.105,
"KOR","CROPYIELD","WHEAT","TONNE_HA","A","2002",3.227,
"KOR","CROPYIELD","WHEAT","TONNE_HA","A","2003",3.051,
"KOR","CROPYIELD","WHEAT","TONNE_HA","A","2004",3.329,
"KOR","CROPYIELD","WHEAT","TONNE_HA","A","2005",3.206,
"KOR","CROPYIELD","WHEAT","TONNE_HA","A","2006",3.343,
"KOR","CROPYIELD","WHEAT","TONNE_HA","A","2007",3.813,
"KOR","CROPYIELD","WHEAT","TONNE_HA","A","2008",4.064,
"KOR","CROPYIELD","WHEAT","TONNE_HA","A","2009",3.707,
"KOR","CROPYIELD","WHEAT","TONNE_HA","A","2010",3.117,
"KOR","CROPYIELD","WHEAT","TONNE_HA","A","2011",3.348,
"KOR","CROPYIELD","WHEAT","TONNE_HA","A","2012",3.91,
"KOR","CROPYIELD","WHEAT","TONNE_HA","A","2013",2.585,
"KOR","CROPYIELD","WHEAT","TONNE_HA","A","2014",3.26,
"KOR","CROPYIELD","WHEAT","TONNE_HA","A","2015",2.623,
"KOR","CROPYIELD","WHEAT","TONNE_HA","A","2016",3.707,
"KOR","CROPYIELD","WHEAT","TONNE_HA","A","2017",4.032,
"KOR","CROPYIELD","WHEAT","TONNE_HA","A","2018",3.185,
"KOR","CROPYIELD","WHEAT","TONNE_HA","A","2019",3.195,
"KOR","CROPYIELD","WHEAT","TONNE_HA","A","2020",3.205,
"KOR","CROPYIELD","WHEAT","TONNE_HA","A","2021",3.215,
"KOR","CROPYIELD","WHEAT","TONNE_HA","A","2022",3.225,
"KOR","CROPYIELD","WHEAT","TONNE_HA","A","2023",3.235,
"KOR","CROPYIELD","WHEAT","TONNE_HA","A","2024",3.245,
"KOR","CROPYIELD","WHEAT","TONNE_HA","A","2025",3.255,
"KOR","CROPYIELD","WHEAT","TONNE_HA","A","2026",3.265,
"KOR","CROPYIELD","WHEAT","TONNE_HA","A","2027",3.275,
"KOR","CROPYIELD","WHEAT","TONNE_HA","A","2028",3.285,
"KOR","CROPYIELD","WHEAT","TONNE_HA","A","2029",3.295,
"MEX","CROPYIELD","RICE","TONNE_HA","A","1990",2.667,
"MEX","CROPYIELD","RICE","TONNE_HA","A","1991",2.714,
"MEX","CROPYIELD","RICE","TONNE_HA","A","1992",2.857,
"MEX","CROPYIELD","RICE","TONNE_HA","A","1993",3.216,
"MEX","CROPYIELD","RICE","TONNE_HA","A","1994",2.809,
"MEX","CROPYIELD","RICE","TONNE_HA","A","1995",3.088,
"MEX","CROPYIELD","RICE","TONNE_HA","A","1996",2.997,
"MEX","CROPYIELD","RICE","TONNE_HA","A","1997",2.73,
"MEX","CROPYIELD","RICE","TONNE_HA","A","1998",2.977,
"MEX","CROPYIELD","RICE","TONNE_HA","A","1999",2.909,
"MEX","CROPYIELD","RICE","TONNE_HA","A","2000",2.967,
"MEX","CROPYIELD","RICE","TONNE_HA","A","2001",4.258,
"MEX","CROPYIELD","RICE","TONNE_HA","A","2002",4.503,
"MEX","CROPYIELD","RICE","TONNE_HA","A","2003",4.551,
"MEX","CROPYIELD","RICE","TONNE_HA","A","2004",4.465,
"MEX","CROPYIELD","RICE","TONNE_HA","A","2005",5.065,
"MEX","CROPYIELD","RICE","TONNE_HA","A","2006",4.786,
"MEX","CROPYIELD","RICE","TONNE_HA","A","2007",4.154,
"MEX","CROPYIELD","RICE","TONNE_HA","A","2008",4.462,
"MEX","CROPYIELD","RICE","TONNE_HA","A","2009",4.85,
"MEX","CROPYIELD","RICE","TONNE_HA","A","2010",5.19,
"MEX","CROPYIELD","RICE","TONNE_HA","A","2011",5.096,
"MEX","CROPYIELD","RICE","TONNE_HA","A","2012",5.623,
"MEX","CROPYIELD","RICE","TONNE_HA","A","2013",5.425,
"MEX","CROPYIELD","RICE","TONNE_HA","A","2014",5.712,
"MEX","CROPYIELD","RICE","TONNE_HA","A","2015",5.808,
"MEX","CROPYIELD","RICE","TONNE_HA","A","2016",6.135,
"MEX","CROPYIELD","RICE","TONNE_HA","A","2017",6.39,
"MEX","CROPYIELD","RICE","TONNE_HA","A","2018",6.285,
"MEX","CROPYIELD","RICE","TONNE_HA","A","2019",6.132,
"MEX","CROPYIELD","RICE","TONNE_HA","A","2020",6.208,
"MEX","CROPYIELD","RICE","TONNE_HA","A","2021",6.297,
"MEX","CROPYIELD","RICE","TONNE_HA","A","2022",6.383,
"MEX","CROPYIELD","RICE","TONNE_HA","A","2023",6.472,
"MEX","CROPYIELD","RICE","TONNE_HA","A","2024",6.561,
"MEX","CROPYIELD","RICE","TONNE_HA","A","2025",6.651,
"MEX","CROPYIELD","RICE","TONNE_HA","A","2026",6.74,
"MEX","CROPYIELD","RICE","TONNE_HA","A","2027",6.829,
"MEX","CROPYIELD","RICE","TONNE_HA","A","2028",6.919,
"MEX","CROPYIELD","RICE","TONNE_HA","A","2029",7.009,
"MEX","CROPYIELD","WHEAT","TONNE_HA","A","1990",4.213,
"MEX","CROPYIELD","WHEAT","TONNE_HA","A","1991",4.127,
"MEX","CROPYIELD","WHEAT","TONNE_HA","A","1992",3.953,
"MEX","CROPYIELD","WHEAT","TONNE_HA","A","1993",4.082,
"MEX","CROPYIELD","WHEAT","TONNE_HA","A","1994",4.303,
"MEX","CROPYIELD","WHEAT","TONNE_HA","A","1995",3.732,
"MEX","CROPYIELD","WHEAT","TONNE_HA","A","1996",4.171,
"MEX","CROPYIELD","WHEAT","TONNE_HA","A","1997",4.735,
"MEX","CROPYIELD","WHEAT","TONNE_HA","A","1998",4.208,
"MEX","CROPYIELD","WHEAT","TONNE_HA","A","1999",4.631,
"MEX","CROPYIELD","WHEAT","TONNE_HA","A","2000",4.936,
"MEX","CROPYIELD","WHEAT","TONNE_HA","A","2001",4.766,
"MEX","CROPYIELD","WHEAT","TONNE_HA","A","2002",5.1,
"MEX","CROPYIELD","WHEAT","TONNE_HA","A","2003",4.491,
"MEX","CROPYIELD","WHEAT","TONNE_HA","A","2004",4.478,
"MEX","CROPYIELD","WHEAT","TONNE_HA","A","2005",4.752,
"MEX","CROPYIELD","WHEAT","TONNE_HA","A","2006",5.227,
"MEX","CROPYIELD","WHEAT","TONNE_HA","A","2007",5.082,
"MEX","CROPYIELD","WHEAT","TONNE_HA","A","2008",5.084,
"MEX","CROPYIELD","WHEAT","TONNE_HA","A","2009",4.969,
"MEX","CROPYIELD","WHEAT","TONNE_HA","A","2010",5.419,
"MEX","CROPYIELD","WHEAT","TONNE_HA","A","2011",5.478,
"MEX","CROPYIELD","WHEAT","TONNE_HA","A","2012",5.657,
"MEX","CROPYIELD","WHEAT","TONNE_HA","A","2013",5.293,
"MEX","CROPYIELD","WHEAT","TONNE_HA","A","2014",5.194,
"MEX","CROPYIELD","WHEAT","TONNE_HA","A","2015",4.526,
"MEX","CROPYIELD","WHEAT","TONNE_HA","A","2016",5.339,
"MEX","CROPYIELD","WHEAT","TONNE_HA","A","2017",5.297,
